3.275154,2.957587,3.275154
-3.344465,2.603513,-3.344465
0.355083,-3.376585,0.355083
1.852435,3.547351,852435
-2.078973,2.552013,-2.078973
-0.993756,-0.884433,-0.993756
2.682252,4.007573,2.682252
-3.087776,2.878713,-3.087776
-1.565978,-1.256985,-1.565978
2.441611,0.444826,2.441611
-0.659487,3.111284,-0.659487
-0.459601,-2.618005,-0.459601
2.177680,2.387793,2.177680
-2.920969,2.917485,-2.920969
-0.028814,-4.168078,-0.028814
3.625746,2.119041,3.625746
-3.912363,1.325108,-3.912363
-0.551694,-2.814223,-0.551694
2.855808,3.483301,2.855808
-3.594448,2.856651,-3.594448
0.421993,-2.372646,0.421993
1.650821,3.407572,1.650821
-2.082902,3.384412,-2.082902
-0.718809,-2.492514,-0.718809
4.513623,3.841029,4.513623
-4.822011,4.607049,-4.822011
-0.656297,-1.449872,-0.656297
1.919901,4.439368,1.919901
-3.287749,3.918836,-3.287749
-1.576936,-2.977622,-1.576936
3.598143,1.975970,3.598143
-3.977329,4.900932,-3.977329
-1.791080,-2.184517,-1.791080
3.914654,3.559303,3.914654
-1.910108,4.166946,-1.910108
-1.226597,-3.317889,-1.226597
1.148946,3.345138,1.148946
-2.113864,3.548172,-2.113864
0.845762,-3.589788,0.845762
2.629062,3.535831,2.629062
-1.640717,2.990517,-1.640717
-1.881012,-2.485405,-1.881012
4.606999,3.510312,4.606999
-4.366462,4.023316,-4.366462
0.765015,-3.001270,0.765015
3.121904,2.173988,3.121904
-4.025139,4.652310,-4.025139
-0.559558,-3.840539,-0.559558
4.376754,4.863579,4.376754
-1.874308,4.032237,-1.874308
-0.089337,-3.026809,-0.089337
3.997787,2.518662,3.997787
-3.082978,2.884822,-3.082978
0.845235,-3.454465,0.845235
1.327224,3.358778,1.327224
-2.889949,3.596178,-2.889949
-0.966018,-2.839827,-0.966018
2.960769,3.079555,2.960769
-3.275518,1.577068,-3.275518
0.639276,-3.412840,0.639276
